ebv,Gmag_cor,BPmag_cor,RPmag_cor,Jmag_cor,Hmag_cor,Kmag_cor,W1mag_cor,W2mag_cor,W3mag_cor,ebv_index
12.4,-34.74337612028965,-42.67649972461216,-23.064709335608555,-10.07346622382547,-6.275294851238772,-4.304113266847362,-2.461251859364644,-1.7169678316462071,-0.6549047681377994,124
12.5,-35.02356463738876,-43.02066504497193,-23.25071505605701,-10.154703854662772,-6.325902067781019,-4.338823857709034,-2.481100664682101,-1.7308143464175474,-0.6601862582034268,125
12.6,-35.30375315448787,-43.364830365331706,-23.436720776505467,-10.235941485500074,-6.376509284323268,-4.373534448570706,-2.500949469999558,-1.7446608611888876,-0.6654677482690542,126
12.7,-35.583941671586985,-43.708995685691484,-23.622726496953927,-10.317179116337376,-6.427116500865517,-4.408245039432379,-2.5207982753170146,-1.7585073759602283,-0.6707492383346817,127
12.8,-35.8641301886861,-44.05316100605126,-23.808732217402383,-10.39841674717468,-6.477723717407765,-4.442955630294052,-2.540647080634472,-1.7723538907315688,-0.6760307284003092,128
12.9,-36.1443187057852,-44.39732632641103,-23.994737937850836,-10.47965437801198,-6.528330933950013,-4.477666221155723,-2.5604958859519282,-1.786200405502909,-0.6813122184659365,129
13.0,-36.424507222884316,-44.74149164677081,-24.180743658299296,-10.560892008849285,-6.578938150492261,-4.512376812017396,-2.5803446912693855,-1.8000469202742495,-0.686593708531564,130
13.1,-36.70469573998342,-45.08565696713059,-24.366749378747752,-10.642129639686587,-6.62954536703451,-4.547087402879068,-2.6001934965868423,-1.8138934350455898,-0.6918751985971914,131
13.2,-36.98488425708253,-45.42982228749035,-24.552755099196204,-10.723367270523887,-6.680152583576756,-4.58179799374074,-2.6200423019042987,-1.82773994981693,-0.6971566886628187,132
13.3,-37.26507277418164,-45.77398760785013,-24.73876081964466,-10.80460490136119,-6.730759800119006,-4.616508584602413,-2.6398911072217555,-1.8415864645882705,-0.7024381787284462,133
13.4,-37.545261291280745,-46.1181529282099,-24.924766540093113,-10.88584253219849,-6.781367016661252,-4.651219175464084,-2.659739912539212,-1.8554329793596107,-0.7077196687940734,134
13.5,-37.82544980837986,-46.46231824856968,-25.110772260541573,-10.967080163035794,-6.831974233203502,-4.685929766325757,-2.679588717856669,-1.8692794941309512,-0.713001158859701,135
13.6,-38.10563832547898,-46.806483568929465,-25.29677798099003,-11.048317793873098,-6.88258144974575,-4.72064035718743,-2.6994375231741263,-1.8831260089022916,-0.7182826489253284,136
13.7,-38.38582684257808,-47.150648889289236,-25.482783701438485,-11.129555424710398,-6.9331886662879985,-4.755350948049102,-2.7192863284915827,-1.8969725236736321,-0.7235641389909558,137
13.8,-38.666015359677196,-47.494814209649014,-25.66878942188694,-11.2107930555477,-6.983795882830246,-4.790061538910774,-2.7391351338090395,-1.9108190384449724,-0.7288456290565832,138
13.9,-38.9462038767763,-47.838979530008785,-25.854795142335398,-11.292030686385003,-7.034403099372494,-4.824772129772446,-2.7589839391264963,-1.9246655532163128,-0.7341271191222106,139
14.0,-39.226392393875415,-48.18314485036856,-26.040800862783854,-11.373268317222305,-7.085010315914742,-4.8594827206341185,-2.778832744443953,-1.938512067987653,-0.739408609187838,140
14.1,-39.50658091097453,-48.52731017072834,-26.22680658323231,-11.454505948059609,-7.135617532456991,-4.894193311495791,-2.7986815497614104,-1.9523585827589935,-0.7446900992534655,141
14.2,-39.78676942807363,-48.87147549108811,-26.412812303680766,-11.53574357889691,-7.186224748999239,-4.9289039023574635,-2.8185303550788667,-1.966205097530334,-0.7499715893190929,142
14.3,-40.066957945172746,-49.21564081144789,-26.598818024129223,-11.616981209734211,-7.236831965541487,-4.9636144932191355,-2.8383791603963235,-1.9800516123016743,-0.7552530793847203,143
14.4,-40.34714646227185,-49.55980613180766,-26.78482374457768,-11.698218840571514,-7.287439182083735,-4.998325084080808,-2.8582279657137803,-1.9938981270730147,-0.7605345694503477,144
14.5,-40.627334979370964,-49.90397145216744,-26.97082946502613,-11.779456471408816,-7.338046398625982,-5.03303567494248,-2.878076771031237,-2.007744641844355,-0.7658160595159751,145
14.6,-40.90752349647008,-50.24813677252722,-27.15683518547459,-11.86069410224612,-7.388653615168232,-5.0677462658041526,-2.8979255763486944,-2.0215911566156954,-0.7710975495816026,146
14.7,-41.18771201356919,-50.592302092886996,-27.34284090592305,-11.941931733083422,-7.439260831710481,-5.1024568566658255,-2.917774381666151,-2.035437671387036,-0.7763790396472301,147
14.8,-41.467900530668295,-50.93646741324677,-27.528846626371504,-12.023169363920722,-7.489868048252728,-5.137167447527497,-2.9376231869836076,-2.0492841861583764,-0.7816605297128574,148
14.9,-41.7480890477674,-51.28063273360654,-27.71485234681996,-12.104406994758024,-7.540475264794976,-5.171878038389169,-2.9574719923010644,-2.0631307009297166,-0.7869420197784848,149
15.0,-42.028277564866514,-51.624798053966316,-27.900858067268413,-12.185644625595327,-7.5910824813372235,-5.206588629250842,-2.977320797618521,-2.076977215701057,-0.7922235098441122,150
15.1,-42.30846608196562,-51.96896337432609,-28.08686378771687,-12.266882256432629,-7.641689697879471,-5.241299220112514,-2.997169602935978,-2.090823730472397,-0.7975049999097396,151
15.2,-42.58865459906473,-52.31312869468587,-28.27286950816533,-12.348119887269931,-7.69229691442172,-5.276009810974186,-3.017018408253435,-2.104670245243738,-0.8027864899753671,152
15.3,-42.86884311616385,-52.65729401504565,-28.45887522861379,-12.429357518107235,-7.74290413096397,-5.310720401835859,-3.036867213570892,-2.1185167600150785,-0.8080679800409946,153
15.4,-43.14903163326295,-53.001459335405414,-28.644880949062237,-12.510595148944535,-7.793511347506216,-5.345430992697531,-3.0567160188883484,-2.1323632747864183,-0.8133494701066218,154
15.5,-43.42922015036207,-53.3456246557652,-28.830886669510697,-12.59183277978184,-7.844118564048466,-5.380141583559203,-3.0765648242058057,-2.146209789557759,-0.8186309601722493,155
15.6,-43.709408667461176,-53.68978997612497,-29.016892389959153,-12.673070410619141,-7.894725780590713,-5.414852174420876,-3.0964136295232625,-2.1600563043290992,-0.8239124502378767,156
15.7,-43.98959718456028,-54.03395529648474,-29.202898110407606,-12.754308041456442,-7.94533299713296,-5.449562765282547,-3.116262434840719,-2.1739028191004395,-0.829193940303504,157
15.8,-44.269785701659394,-54.37812061684452,-29.388903830856062,-12.835545672293744,-7.995940213675209,-5.48427335614422,-3.1361112401581757,-2.18774933387178,-0.8344754303691315,158
15.9,-44.5499742187585,-54.72228593720429,-29.574909551304515,-12.916783303131044,-8.046547430217457,-5.518983947005891,-3.155960045475632,-2.20159584864312,-0.8397569204347588,159
16.0,-44.83016273585761,-55.06645125756407,-29.760915271752975,-12.998020933968348,-8.097154646759705,-5.553694537867564,-3.1758088507930893,-2.2154423634144607,-0.8450384105003863,160
16.1,-45.110351252956725,-55.41061657792385,-29.946920992201434,-13.079258564805652,-8.147761863301954,-5.588405128729237,-3.1956576561105465,-2.2292888781858013,-0.8503199005660138,161
16.2,-45.39053977005583,-55.75478189828362,-30.132926712649887,-13.160496195642953,-8.1983690798442,-5.623115719590908,-3.215506461428003,-2.243135392957141,-0.8556013906316411,162
16.3,-45.670728287154944,-56.098947218643396,-30.318932433098343,-13.241733826480255,-8.24897629638645,-5.657826310452581,-3.2353552667454597,-2.256981907728482,-0.8608828806972686,163
16.4,-45.95091680425406,-56.44311253900318,-30.504938153546803,-13.322971457317559,-8.299583512928699,-5.692536901314254,-3.255204072062917,-2.2708284224998225,-0.8661643707628961,164
16.5,-46.23110532135316,-56.787277859362945,-30.690943873995256,-13.40420908815486,-8.350190729470945,-5.727247492175925,-3.2750528773803733,-2.2846749372711628,-0.8714458608285234,165
16.6,-46.511293838452275,-57.13144317972272,-30.876949594443715,-13.485446718992163,-8.400797946013196,-5.761958083037598,-3.2949016826978306,-2.298521452042503,-0.8767273508941509,166
16.7,-46.79148235555138,-57.475608500082494,-31.062955314892164,-13.566684349829464,-8.451405162555442,-5.796668673899269,-3.314750488015287,-2.3123679668138433,-0.8820088409597782,167
16.8,-47.07167087265049,-57.81977382044227,-31.248961035340624,-13.647921980666766,-8.50201237909769,-5.831379264760942,-3.3345992933327437,-2.326214481585184,-0.8872903310254057,168
16.9,-47.351859389749606,-58.16393914080206,-31.434966755789084,-13.72915961150407,-8.55261959563994,-5.866089855622615,-3.354448098650201,-2.340060996356524,-0.8925718210910332,169
17.0,-47.63204790684871,-58.50810446116182,-31.620972476237537,-13.81039724234137,-8.603226812182186,-5.900800446484286,-3.3742969039676574,-2.3539075111278644,-0.8978533111566604,170
17.1,-47.912236423947824,-58.852269781521606,-31.806978196685993,-13.891634873178674,-8.653834028724436,-5.935511037345959,-3.3941457092851146,-2.367754025899205,-0.903134801222288,171
17.2,-48.19242494104693,-59.19643510188137,-31.992983917134445,-13.972872504015974,-8.704441245266683,-5.970221628207631,-3.413994514602571,-2.381600540670545,-0.9084162912879152,172
17.3,-48.47261345814604,-59.54060042224115,-32.1789896375829,-14.054110134853277,-8.755048461808931,-6.004932219069304,-3.433843319920028,-2.3954470554418856,-0.9136977813535427,173
17.4,-48.75280197524516,-59.88476574260093,-32.364995358031365,-14.13534776569058,-8.805655678351181,-6.039642809930976,-3.453692125237485,-2.4092935702132263,-0.9189792714191702,174
17.5,-49.03299049234426,-60.2289310629607,-32.551001078479814,-14.216585396527881,-8.856262894893428,-6.074353400792648,-3.4735409305549414,-2.423140084984566,-0.9242607614847975,175
17.6,-49.31317900944338,-60.57309638332048,-32.73700679892828,-14.297823027365185,-8.906870111435676,-6.109063991654321,-3.4933897358723986,-2.436986599755907,-0.929542251550425,176
17.7,-49.59336752654248,-60.917261703680246,-32.92301251937673,-14.379060658202485,-8.957477327977923,-6.143774582515992,-3.513238541189855,-2.450833114527247,-0.9348237416160523,177
17.8,-49.8735560436416,-61.26142702404003,-33.10901823982518,-14.460298289039788,-9.008084544520173,-6.178485173377665,-3.533087346507312,-2.4646796292985877,-0.9401052316816798,178
17.9,-50.15374456074071,-61.60559234439981,-33.295023960273646,-14.541535919877091,-9.058691761062422,-6.213195764239338,-3.552936151824769,-2.478526144069928,-0.9453867217473073,179
18.0,-50.43393307783981,-61.949757664759574,-33.481029680722095,-14.622773550714392,-9.109298977604668,-6.2479063551010094,-3.5727849571422254,-2.4923726588412682,-0.9506682118129346,180
18.1,-50.71412159493893,-62.29392298511936,-33.66703540117056,-14.704011181551696,-9.159906194146917,-6.282616945962682,-3.5926337624596827,-2.506219173612609,-0.9559497018785621,181
18.2,-50.99431011203803,-62.63808830547912,-33.85304112161901,-14.785248812388996,-9.210513410689163,-6.3173275368243536,-3.612482567777139,-2.5200656883839487,-0.9612311919441894,182
18.3,-51.27449862913715,-62.98225362583891,-34.039046842067464,-14.866486443226298,-9.261120627231413,-6.3520381276860265,-3.632331373094596,-2.5339122031552894,-0.9665126820098169,183
18.4,-51.55468714623626,-63.326418946198686,-34.22505256251593,-14.947724074063602,-9.311727843773662,-6.386748718547699,-3.652180178412053,-2.54775871792663,-0.9717941720754444,184
18.5,-51.83487566333537,-63.67058426655846,-34.411058282964376,-15.028961704900903,-9.362335060315909,-6.421459309409371,-3.6720289837295095,-2.5616052326979704,-0.9770756621410717,185
18.6,-52.11506418043448,-64.01474958691823,-34.59706400341283,-15.110199335738207,-9.412942276858159,-6.4561699002710435,-3.6918777890469667,-2.5754517474693106,-0.9823571522066992,186
18.7,-52.395252697533586,-64.358914907278,-34.78306972386129,-15.191436966575507,-9.463549493400405,-6.490880491132715,-3.711726594364423,-2.589298262240651,-0.9876386422723265,187
18.8,-52.6754412146327,-64.70308022763778,-34.969075444309745,-15.27267459741281,-9.514156709942654,-6.525591081994388,-3.73157539968188,-2.6031447770119915,-0.992920132337954,188
18.9,-52.95562973173181,-65.04724554799756,-35.15508116475821,-15.353912228250113,-9.564763926484902,-6.560301672856061,-3.751424204999337,-2.616991291783332,-0.9982016224035815,189
19.0,-53.23581824883092,-65.39141086835733,-35.34108688520666,-15.435149859087414,-9.61537114302715,-6.595012263717733,-3.7712730103167935,-2.630837806554672,-1.0034831124692087,190
19.1,-53.51600676593003,-65.73557618871712,-35.52709260565511,-15.516387489924718,-9.665978359569399,-6.629722854579405,-3.7911218156342508,-2.6446843213260127,-1.0087646025348362,191
19.2,-53.79619528302914,-66.0797415090769,-35.71309832610358,-15.59762512076202,-9.716585576111648,-6.664433445441078,-3.8109706209517076,-2.658530836097353,-1.0140460926004637,192
19.3,-54.07638380012825,-66.42390682943666,-35.899104046552026,-15.67886275159932,-9.767192792653894,-6.69914403630275,-3.830819426269164,-2.672377350868693,-1.019327582666091,193
19.4,-54.35657231722736,-66.76807214979644,-36.08510976700049,-15.760100382436624,-9.817800009196144,-6.733854627164422,-3.850668231586621,-2.686223865640034,-1.0246090727317185,194
19.5,-54.636760834326466,-67.1122374701562,-36.27111548744894,-15.841338013273925,-9.868407225738391,-6.768565218026094,-3.8705170369040776,-2.7000703804113737,-1.0298905627973458,195
19.6,-54.91694935142558,-67.456402790516,-36.457121207897394,-15.922575644111228,-9.91901444228064,-6.803275808887767,-3.890365842221535,-2.7139168951827144,-1.0351720528629733,196
19.7,-55.19713786852469,-67.80056811087577,-36.64312692834586,-16.00381327494853,-9.969621658822888,-6.837986399749439,-3.9102146475389916,-2.727763409954055,-1.0404535429286008,197
19.8,-55.4773263856238,-68.14473343123554,-36.82913264879431,-16.08505090578583,-10.020228875365136,-6.872696990611111,-3.930063452856448,-2.7416099247253953,-1.045735032994228,198
19.9,-55.75751490272291,-68.48889875159531,-37.01513836924276,-16.166288536623135,-10.070836091907385,-6.907407581472784,-3.9499122581739052,-2.7554564394967356,-1.0510165230598556,199
20.0,-56.037703419822016,-68.83306407195508,-37.20114408969122,-16.247526167460435,-10.121443308449631,-6.942118172334455,-3.9697610634913616,-2.769302954268076,-1.0562980131254829,200
20.1,-56.31789193692113,-69.17722939231487,-37.387149810139675,-16.32876379829774,-10.17205052499188,-6.976828763196128,-3.989609868808819,-2.7831494690394165,-1.0615795031911104,201
20.2,-56.59808045402024,-69.52139471267465,-37.57315553058814,-16.410001429135043,-10.22265774153413,-7.011539354057801,-4.009458674126276,-2.7969959838107568,-1.0668609932567379,202
20.3,-56.87826897111935,-69.86556003303441,-37.75916125103659,-16.491239059972344,-10.273264958076377,-7.046249944919472,-4.029307479443732,-2.810842498582097,-1.0721424833223652,203
20.4,-57.15845748821846,-70.20972535339419,-37.945166971485044,-16.572476690809644,-10.323872174618625,-7.080960535781145,-4.049156284761189,-2.8246890133534377,-1.0774239733879927,204
20.5,-57.438646005317565,-70.55389067375397,-38.1311726919335,-16.653714321646945,-10.374479391160872,-7.115671126642816,-4.069005090078646,-2.838535528124778,-1.08270546345362,205
20.6,-57.71883452241668,-70.89805599411375,-38.317178412381956,-16.73495195248425,-10.425086607703122,-7.150381717504489,-4.0888538953961024,-2.852382042896118,-1.0879869535192475,206
20.7,-57.99902303951579,-71.24222131447353,-38.50318413283042,-16.816189583321552,-10.47569382424537,-7.185092308366162,-4.10870270071356,-2.866228557667459,-1.093268443584875,207
20.8,-58.2792115566149,-71.58638663483329,-38.68918985327887,-16.897427214158853,-10.526301040787617,-7.219802899227833,-4.128551506031016,-2.880075072438799,-1.0985499336505022,208
20.9,-58.55940007371401,-71.93055195519307,-38.875195573727325,-16.978664844996157,-10.576908257329865,-7.254513490089506,-4.148400311348473,-2.8939215872101394,-1.1038314237161297,209
21.0,-58.83958859081313,-72.27471727555285,-39.06120129417579,-17.05990247583346,-10.627515473872116,-7.289224080951179,-4.168249116665931,-2.90776810198148,-1.1091129137817572,210
21.1,-59.11977710791223,-72.61888259591262,-39.24720701462424,-17.14114010667076,-10.678122690414362,-7.32393467181285,-4.1880979219833865,-2.9216146167528203,-1.1143944038473845,211
21.2,-59.39996562501135,-72.9630479162724,-39.43321273507269,-17.222377737508065,-10.72872990695661,-7.358645262674523,-4.207946727300844,-2.9354611315241605,-1.119675893913012,212
21.3,-59.680154142110446,-73.30721323663217,-39.61921845552115,-17.303615368345366,-10.779337123498857,-7.393355853536195,-4.2277955326183,-2.949307646295501,-1.1249573839786393,213
21.4,-59.960342659209566,-73.65137855699194,-39.805224175969606,-17.384852999182666,-10.829944340041108,-7.428066444397867,-4.247644337935757,-2.9631541610668415,-1.1302388740442668,214
21.5,-60.240531176308664,-73.99554387735172,-39.99122989641806,-17.46609063001997,-10.880551556583354,-7.462777035259539,-4.267493143253214,-2.9770006758381813,-1.135520364109894,215
21.6,-60.520719693407784,-74.3397091977115,-40.17723561686652,-17.54732826085727,-10.931158773125603,-7.497487626121212,-4.2873419485706705,-2.990847190609522,-1.1408018541755216,216
21.7,-60.8009082105069,-74.68387451807128,-40.363241337314975,-17.628565891694574,-10.981765989667851,-7.532198216982884,-4.307190753888128,-3.0046937053808627,-1.146083344241149,217
21.8,-61.08109672760599,-75.02803983843103,-40.549247057763424,-17.70980352253187,-11.032373206210096,-7.5669088078445546,-4.327039559205583,-3.0185402201522025,-1.1513648343067762,218
21.9,-61.36128524470512,-75.37220515879083,-40.735252778211894,-17.791041153369182,-11.08298042275235,-7.60161939870623,-4.346888364523042,-3.0323867349235436,-1.156646324372404,219
22.0,-61.64147376180422,-75.7163704791506,-40.92125849866034,-17.87227878420648,-11.133587639294594,-7.6363299895679,-4.366737169840498,-3.0462332496948834,-1.1619278144380312,220
22.1,-61.921662278903334,-76.06053579951038,-41.1072642191088,-17.953516415043783,-11.184194855836843,-7.671040580429573,-4.386585975157955,-3.060079764466224,-1.1672093045036587,221
22.2,-62.20185079600245,-76.40470111987015,-41.293269939557256,-18.034754045881087,-11.234802072379093,-7.705751171291246,-4.406434780475412,-3.0739262792375643,-1.1724907945692862,222
22.3,-62.48203931310155,-76.74886644022992,-41.47927566000571,-18.115991676718387,-11.28540928892134,-7.7404617621529175,-4.426283585792868,-3.0877727940089046,-1.1777722846349135,223
22.4,-62.762227830200665,-77.09303176058971,-41.66528138045417,-18.197229307555688,-11.336016505463588,-7.77517235301459,-4.446132391110325,-3.1016193087802453,-1.183053774700541,224
22.5,-63.04241634729977,-77.43719708094947,-41.85128710090262,-18.278466938392988,-11.386623722005835,-7.809882943876262,-4.465981196427782,-3.1154658235515855,-1.1883352647661682,225
22.6,-63.32260486439888,-77.78136240130925,-42.03729282135108,-18.359704569230292,-11.437230938548085,-7.8445935347379345,-4.485830001745239,-3.1293123383229258,-1.1936167548317957,226
22.7,-63.60279338149799,-78.12552772166902,-42.22329854179953,-18.440942200067592,-11.487838155090332,-7.879304125599606,-4.505678807062695,-3.143158853094266,-1.198898244897423,227
22.8,-63.8829818985971,-78.4696930420288,-42.40930426224799,-18.522179830904896,-11.53844537163258,-7.914014716461279,-4.525527612380152,-3.1570053678656067,-1.2041797349630505,228
22.9,-64.16317041569621,-78.81385836238859,-42.59530998269645,-18.6034174617422,-11.589052588174829,-7.948725307322952,-4.545376417697609,-3.170851882636947,-1.209461225028678,229
23.0,-64.44335893279532,-79.15802368274835,-42.7813157031449,-18.6846550925795,-11.639659804717077,-7.983435898184624,-4.565225223015066,-3.184698397408287,-1.2147427150943053,230
23.1,-64.72354744989443,-79.50218900310811,-42.967321423593354,-18.7658927234168,-11.690267021259324,-8.018146489046295,-4.585074028332523,-3.1985449121796274,-1.2200242051599326,231
23.2,-65.00373596699355,-79.8463543234679,-43.15332714404182,-18.84713035425411,-11.740874237801574,-8.05285707990797,-4.60492283364998,-3.212391426950968,-1.2253056952255603,232
23.3,-65.28392448409265,-80.19051964382767,-43.339332864490274,-18.92836798509141,-11.79148145434382,-8.08756767076964,-4.624771638967436,-3.2262379417223084,-1.2305871852911876,233
23.4,-65.56411300119177,-80.53468496418746,-43.52533858493873,-19.00960561592871,-11.84208867088607,-8.122278261631314,-4.644620444284893,-3.240084456493649,-1.235868675356815,234
23.5,-65.84430151829088,-80.87885028454724,-43.711344305387186,-19.090843246766013,-11.892695887428319,-8.156988852492987,-4.664469249602351,-3.2539309712649898,-1.2411501654224426,235
23.6,-66.12449003538998,-81.223015604907,-43.89735002583564,-19.172080877603314,-11.943303103970566,-8.191699443354658,-4.684318054919807,-3.2677774860363296,-1.24643165548807,236
23.7,-66.4046785524891,-81.56718092526678,-44.0833557462841,-19.253318508440618,-11.993910320512814,-8.22641003421633,-4.704166860237264,-3.2816240008076702,-1.2517131455536974,237
23.8,-66.68486706958821,-81.91134624562656,-44.26936146673255,-19.334556139277918,-12.044517537055063,-8.261120625078002,-4.72401566555472,-3.2954705155790105,-1.2569946356193247,238
23.9,-66.96505558668731,-82.25551156598634,-44.45536718718101,-19.415793770115222,-12.095124753597311,-8.295831215939675,-4.743864470872177,-3.3093170303503507,-1.2622761256849522,239
24.0,-67.24524410378642,-82.5996768863461,-44.64137290762946,-19.497031400952523,-12.145731970139558,-8.330541806801346,-4.763713276189634,-3.323163545121691,-1.2675576157505795,240
24.1,-67.52543262088554,-82.94384220670588,-44.82737862807792,-19.578269031789826,-12.196339186681806,-8.365252397663019,-4.783562081507091,-3.3370100598930317,-1.272839105816207,241
24.2,-67.80562113798464,-83.28800752706566,-45.01338434852638,-19.65950666262713,-12.246946403224056,-8.399962988524692,-4.803410886824548,-3.350856574664372,-1.2781205958818345,242
24.3,-68.08580965508374,-83.63217284742542,-45.19939006897482,-19.740744293464427,-12.297553619766301,-8.434673579386361,-4.8232596921420035,-3.3647030894357117,-1.2834020859474615,243
24.4,-68.36599817218287,-83.97633816778523,-45.3853957894233,-19.821981924301735,-12.348160836308553,-8.469384170248038,-4.843108497459462,-3.3785496042070533,-1.2886835760130895,244
24.5,-68.64618668928198,-84.32050348814498,-45.57140150987174,-19.90321955513903,-12.398768052850798,-8.504094761109707,-4.862957302776918,-3.392396118978393,-1.2939650660787165,245
24.6,-68.92637520638108,-84.66466880850476,-45.757407230320204,-19.984457185976336,-12.449375269393048,-8.53880535197138,-4.882806108094375,-3.4062426337497334,-1.299246556144344,246
24.7,-69.2065637234802,-85.00883412886454,-45.94341295076866,-20.06569481681364,-12.499982485935297,-8.573515942833053,-4.9026549134118325,-3.420089148521074,-1.3045280462099715,247
24.8,-69.4867522405793,-85.35299944922431,-46.12941867121711,-20.14693244765094,-12.550589702477543,-8.608226533694724,-4.922503718729288,-3.4339356632924143,-1.3098095362755988,248
